,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
2168,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60349902,8.9.2.2.4.6,5.0
2169,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Guilty,v60349910,8.9.2.2.5.3,7.0
2170,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Percentage guilty,v61311572,8.9.2.2.5.4,0.1
2171,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Acquitted,v60349912,8.9.2.2.5.5,1.0
2172,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60349914,8.9.2.2.5.6,61.0
2173,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Females,Multiple-charge cases,Guilty,v60349958,8.9.2.3.4.3,1.0
2174,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311576,8.9.2.3.4.4,0.5
2175,1993,Manitoba,2016A000246,Other sexual offences,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60349962,8.9.2.3.4.6,1.0
2176,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Single-charge cases,Guilty,v60350066,8.9.3.2.3.3,4.0
2177,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311590,8.9.3.2.3.4,0.67
2178,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60350070,8.9.3.2.3.6,2.0
2179,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Multiple-charge cases,Guilty,v60350078,8.9.3.2.4.3,4.0
2180,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311591,8.9.3.2.4.4,0.57
2181,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60350082,8.9.3.2.4.6,3.0
2182,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Related charges,Guilty,v60350090,8.9.3.2.5.3,3.0
2183,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Related charges,Percentage guilty,v61311592,8.9.3.2.5.4,0.1
2184,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60350094,8.9.3.2.5.6,28.0
2185,1993,Manitoba,2016A000246,Other sexual offences,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60350154,8.9.3.3.5.6,3.0
2186,1993,Manitoba,2016A000246,Other sexual offences,Other ages,Males,Single-charge cases,Stayed or withdrawn,v60350250,8.9.4.2.3.6,1.0
2187,1993,Manitoba,2016A000246,Other sexual offences,Other ages,Males,Related charges,Stayed or withdrawn,v60350274,8.9.4.2.5.6,1.0
2188,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Single-charge cases,Guilty,v60350906,8.10.2.2.3.3,8.0
2189,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311680,8.10.2.2.3.4,0.28
2190,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60350910,8.10.2.2.3.6,21.0
2191,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Multiple-charge cases,Guilty,v60350918,8.10.2.2.4.3,20.0
2192,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311681,8.10.2.2.4.4,0.61
2193,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60350922,8.10.2.2.4.6,13.0
2194,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Guilty,v60350930,8.10.2.2.5.3,11.0
2195,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Percentage guilty,v61311682,8.10.2.2.5.4,0.09
2196,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Acquitted,v60350932,8.10.2.2.5.5,19.0
2197,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60350934,8.10.2.2.5.6,90.0
2198,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Guilty,v60350966,8.10.2.3.3.3,10.0
2199,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311685,8.10.2.3.3.4,0.48
2200,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Acquitted,v60350968,8.10.2.3.3.5,1.0
2201,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60350970,8.10.2.3.3.6,10.0
2202,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Multiple-charge cases,Guilty,v60350978,8.10.2.3.4.3,14.0
2203,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311686,8.10.2.3.4.4,0.67
2204,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60350982,8.10.2.3.4.6,7.0
2205,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Guilty,v60350990,8.10.2.3.5.3,6.0
2206,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Percentage guilty,v61311687,8.10.2.3.5.4,0.14
2207,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Acquitted,v60350992,8.10.2.3.5.5,11.0
2208,1993,Manitoba,2016A000246,Major assault,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60350994,8.10.2.3.5.6,27.0
2209,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Single-charge cases,Guilty,v60351086,8.10.3.2.3.3,19.0
2210,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311700,8.10.3.2.3.4,0.42
2211,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60351090,8.10.3.2.3.6,26.0
2212,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Transferred to adult court,v60351096,8.10.3.2.4.2,1.0
2213,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Guilty,v60351098,8.10.3.2.4.3,34.0
2214,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311701,8.10.3.2.4.4,0.67
2215,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60351102,8.10.3.2.4.6,16.0
2216,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Transferred to adult court,v60351108,8.10.3.2.5.2,6.0
2217,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Guilty,v60351110,8.10.3.2.5.3,22.0
2218,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Percentage guilty,v61311702,8.10.3.2.5.4,0.17
2219,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Acquitted,v60351112,8.10.3.2.5.5,15.0
2220,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60351114,8.10.3.2.5.6,89.0
2221,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Males,Related charges,Other decisions,v60351116,8.10.3.2.5.7,1.0
2222,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Single-charge cases,Guilty,v60351146,8.10.3.3.3.3,6.0
2223,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61311705,8.10.3.3.3.4,0.33
2224,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60351150,8.10.3.3.3.6,12.0
2225,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Guilty,v60351158,8.10.3.3.4.3,5.0
2226,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311706,8.10.3.3.4.4,0.5
2227,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Acquitted,v60351160,8.10.3.3.4.5,1.0
2228,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60351162,8.10.3.3.4.6,4.0
2229,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Guilty,v60351170,8.10.3.3.5.3,1.0
2230,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Percentage guilty,v61311707,8.10.3.3.5.4,0.04
2231,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Acquitted,v60351172,8.10.3.3.5.5,5.0
2232,1993,Manitoba,2016A000246,Major assault,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60351174,8.10.3.3.5.6,18.0
2233,1993,Manitoba,2016A000246,Major assault,Other ages,Males,Single-charge cases,Stayed or withdrawn,v60351270,8.10.4.2.3.6,1.0
2234,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Guilty,v60351926,8.11.2.2.3.3,32.0
2235,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311790,8.11.2.2.3.4,0.32
2236,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Acquitted,v60351928,8.11.2.2.3.5,2.0
2237,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60351930,8.11.2.2.3.6,65.0
2238,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Multiple-charge cases,Guilty,v60351938,8.11.2.2.4.3,62.0
2239,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311791,8.11.2.2.4.4,0.94
2240,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60351942,8.11.2.2.4.6,4.0
2241,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Guilty,v60351950,8.11.2.2.5.3,87.0
2242,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Percentage guilty,v61311792,8.11.2.2.5.4,0.57
2243,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Acquitted,v60351952,8.11.2.2.5.5,3.0
2244,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60351954,8.11.2.2.5.6,63.0
2245,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Single-charge cases,Guilty,v60351986,8.11.2.3.3.3,41.0
2246,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311795,8.11.2.3.3.4,0.52
2247,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60351990,8.11.2.3.3.6,38.0
2248,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Multiple-charge cases,Guilty,v60351998,8.11.2.3.4.3,28.0
2249,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311796,8.11.2.3.4.4,0.78
2250,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60352002,8.11.2.3.4.6,8.0
2251,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Related charges,Guilty,v60352010,8.11.2.3.5.3,36.0
2252,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Related charges,Percentage guilty,v61311797,8.11.2.3.5.4,0.49
2253,1993,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60352014,8.11.2.3.5.6,37.0
2254,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Guilty,v60352106,8.11.3.2.3.3,32.0
2255,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311810,8.11.3.2.3.4,0.43
2256,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Acquitted,v60352108,8.11.3.2.3.5,1.0
2257,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60352110,8.11.3.2.3.6,42.0
2258,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Multiple-charge cases,Guilty,v60352118,8.11.3.2.4.3,43.0
2259,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311811,8.11.3.2.4.4,0.9
2260,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60352122,8.11.3.2.4.6,5.0
2261,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Transferred to adult court,v60352128,8.11.3.2.5.2,1.0
2262,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Guilty,v60352130,8.11.3.2.5.3,81.0
2263,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Percentage guilty,v61311812,8.11.3.2.5.4,0.47
2264,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Acquitted,v60352132,8.11.3.2.5.5,4.0
2265,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60352134,8.11.3.2.5.6,85.0
2266,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Guilty,v60352166,8.11.3.3.3.3,18.0
2267,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61311815,8.11.3.3.3.4,0.34
2268,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Acquitted,v60352168,8.11.3.3.3.5,1.0
2269,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60352170,8.11.3.3.3.6,34.0
2270,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Guilty,v60352178,8.11.3.3.4.3,11.0
2271,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311816,8.11.3.3.4.4,0.69
2272,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Acquitted,v60352180,8.11.3.3.4.5,1.0
2273,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60352182,8.11.3.3.4.6,4.0
2274,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Guilty,v60352190,8.11.3.3.5.3,13.0
2275,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Percentage guilty,v61311817,8.11.3.3.5.4,0.27
2276,1993,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60352194,8.11.3.3.5.6,36.0
2277,1993,Manitoba,2016A000246,Common assault,Other ages,Males,Single-charge cases,Stayed or withdrawn,v60352290,8.11.4.2.3.6,2.0
2278,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Guilty,v60352946,8.12.2.2.3.3,6.0
2279,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311900,8.12.2.2.3.4,0.4
2280,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60352950,8.12.2.2.3.6,9.0
2281,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Guilty,v60352958,8.12.2.2.4.3,10.0
2282,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311901,8.12.2.2.4.4,0.67
2283,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60352962,8.12.2.2.4.6,5.0
2284,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Guilty,v60352970,8.12.2.2.5.3,11.0
2285,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Percentage guilty,v61311902,8.12.2.2.5.4,0.15
2286,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Acquitted,v60352972,8.12.2.2.5.5,2.0
2287,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60352974,8.12.2.2.5.6,59.0
2288,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Single-charge cases,Guilty,v60353006,8.12.2.3.3.3,3.0
2289,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311905,8.12.2.3.3.4,0.3
2290,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60353010,8.12.2.3.3.6,7.0
2291,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Guilty,v60353018,8.12.2.3.4.3,2.0
2292,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311906,8.12.2.3.4.4,0.29
2293,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60353022,8.12.2.3.4.6,5.0
2294,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Guilty,v60353030,8.12.2.3.5.3,1.0
2295,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Percentage guilty,v61311907,8.12.2.3.5.4,0.03
2296,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Acquitted,v60353032,8.12.2.3.5.5,1.0
2297,1993,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60353034,8.12.2.3.5.6,27.0
2298,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Guilty,v60353126,8.12.3.2.3.3,6.0
2299,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311920,8.12.3.2.3.4,0.43
2300,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60353130,8.12.3.2.3.6,8.0
2301,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Guilty,v60353138,8.12.3.2.4.3,12.0
2302,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311921,8.12.3.2.4.4,0.5
2303,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60353142,8.12.3.2.4.6,12.0
2304,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Guilty,v60353150,8.12.3.2.5.3,9.0
2305,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Percentage guilty,v61311922,8.12.3.2.5.4,0.13
2306,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Acquitted,v60353152,8.12.3.2.5.5,2.0
2307,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60353154,8.12.3.2.5.6,61.0
2308,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Guilty,v60353186,8.12.3.3.3.3,1.0
2309,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61311925,8.12.3.3.3.4,0.25
2310,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60353190,8.12.3.3.3.6,3.0
2311,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Guilty,v60353198,8.12.3.3.4.3,3.0
2312,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311926,8.12.3.3.4.4,0.6
2313,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60353202,8.12.3.3.4.6,2.0
2314,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Related charges,Acquitted,v60353212,8.12.3.3.5.5,1.0
2315,1993,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60353214,8.12.3.3.5.6,9.0
2316,1993,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Guilty,v60354986,8.14.2.2.3.3,1.0
2317,1993,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61312120,8.14.2.2.3.4,0.5
2318,1993,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60354990,8.14.2.2.3.6,1.0
2319,1993,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Guilty,v60354998,8.14.2.2.4.3,3.0
2320,1993,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61312121,8.14.2.2.4.4,1.0
